Price,Close,High,Low,Open,Volume
Ticker,NKE,NKE,NKE,NKE,NKE
Date,,,,,
2025-04-22,56.68330383300781,57.706502787605814,55.868717595257536,56.276010714132674,16852200
2025-04-23,57.01112365722656,58.80917581282663,56.32568024462883,58.61049540946811,21660300
2025-04-24,58.093929290771484,58.31247811873753,56.75284316710287,57.428354281258294,14508500
2025-04-25,57.23960494995117,57.86544689589763,56.2362744050649,57.82571005721548,17156000
2025-04-28,56.93165588378906,57.69657300194135,56.42502064693489,57.34888133577378,13321200
2025-04-29,57.16013717651367,57.358817587760264,56.36541932104093,56.62370120300195,12968000
2025-04-30,56.02766418457031,56.21640849245647,54.38855551622119,55.49122820698184,17205900
2025-05-01,56.385284423828125,56.832314405498416,55.88858528630862,56.30581453237212,10527000
2025-05-02,58.20320510864258,58.31247952526135,56.931656528744895,57.48795713769329,14723900
2025-05-05,56.97138977050781,57.954855733856355,56.91178829907158,57.73630689988697,15971000
2025-05-06,56.66343688964844,57.3389480004272,56.41508732802429,56.77271130308523,11440300
2025-05-07,58.23300552368164,58.42175362026178,57.180005782818384,57.487956821215604,11883500
2025-05-08,58.52109146118164,59.991320434158354,58.41181704604256,59.29594089287533,19009000
2025-05-09,57.91511535644531,58.98798725094344,57.835645469545526,58.749570011217145,13954400
2025-05-12,62.16686248779297,63.05098629814157,61.40194540289801,61.9681820856946,29776600
2025-05-13,61.97811508178711,62.36553978590513,61.56088964335649,62.19666390544897,17003100
2025-05-14,61.322471618652344,62.45494498225841,61.11385890209617,61.64035874564656,13736300
2025-05-15,61.98805236816406,62.266202665754655,60.021120496730724,60.23966932455967,14371100
2025-05-16,62.693363189697266,63.32913745349648,62.08738966029066,62.08738966029066,12950600
2025-05-19,61.670166015625,62.01785389203653,61.35227508495978,61.739703590907304,15105300
2025-05-20,62.146995544433594,62.77283371006201,61.868841459085175,62.087390285534596,10771800
2025-05-21,59.58402633666992,61.35227400179671,59.48468802788146,60.76616888511225,17354700
2025-05-22,60.91518020629883,61.213198922512845,59.76283839129468,60.18006762560516,16764500
2025-05-23,59.62376403808594,59.981388018116945,59.097264172770075,59.46482046801811,14282400
2025-05-27,62.41521453857422,62.42514685379519,60.43835033240071,60.72643673748618,16642100
2025-05-28,61.37214279174805,62.69336428578485,61.15359775319214,62.325807993633624,10015600
2025-05-29,61.034385681152344,62.48474997209163,60.72643465617947,62.07745685074566,12218000
2025-05-30,60.189998626708984,60.71649847351042,59.703231828892065,60.59729174752987,18155100
2025-06-02,61.56999969482422,61.599998474121094,59.599998474121094,60.04999923706055,14065300
2025-06-03,62.369998931884766,62.45000076293945,60.459999084472656,61.2400016784668,10286100
2025-06-04,62.77000045776367,63.040000915527344,62.27000045776367,62.380001068115234,10242300
2025-06-05,62.66999816894531,63.65999984741211,62.22999954223633,62.939998626708984,12336300
2025-06-06,62.79999923706055,63.09000015258789,62.119998931884766,62.66999816894531,13299600
2025-06-09,61.90999984741211,63.4900016784668,61.880001068115234,63.29999923706055,11640000
2025-06-10,63.869998931884766,64.16000366210938,62.25,62.380001068115234,15287000
2025-06-11,63.11000061035156,64.8499984741211,62.58000183105469,64.4000015258789,10238700
2025-06-12,62.79999923706055,62.93000030517578,61.7599983215332,62.7400016784668,9830500
2025-06-13,60.529998779296875,62.779998779296875,60.11000061035156,61.75,16509700
2025-06-16,61.900001525878906,62.18000030517578,61.2400016784668,61.380001068115234,13681600
2025-06-17,60.0,61.29999923706055,59.68000030517578,61.29999923706055,13649700
2025-06-18,59.5099983215332,60.45000076293945,59.369998931884766,60.0,14194300
2025-06-20,59.790000915527344,60.040000915527344,59.189998626708984,59.75,19084000
2025-06-23,60.779998779296875,61.29999923706055,59.439998626708984,59.58000183105469,15921300
2025-06-24,61.41999816894531,61.97999954223633,60.47999954223633,61.33000183105469,12564000
2025-06-25,60.83000183105469,61.529998779296875,60.36000061035156,61.45000076293945,12186200
2025-06-26,62.540000915527344,62.72999954223633,60.81999969482422,61.560001373291016,39659800
2025-06-27,72.04000091552734,74.19000244140625,69.69000244140625,69.79000091552734,117530300
2025-06-30,71.04000091552734,71.70999908447266,70.05999755859375,71.44999694824219,31090400
2025-07-01,73.41000366210938,73.94000244140625,71.83000183105469,71.98999786376953,27512900
2025-07-02,76.38999938964844,76.83999633789062,73.0,73.16999816894531,36882300
2025-07-03,76.38999938964844,77.02999877929688,75.58000183105469,76.2699966430664,12022600
2025-07-07,76.52999877929688,77.5,75.8499984741211,76.04000091552734,17296900
2025-07-08,73.91999816894531,76.30000305175781,73.6500015258789,76.12999725341797,19572400
2025-07-09,73.55999755859375,74.91999816894531,73.41999816894531,74.12999725341797,12076700
2025-07-10,74.62000274658203,75.5,72.94999694824219,73.12000274658203,13033000
2025-07-11,72.62999725341797,73.83999633789062,72.4000015258789,73.69000244140625,12771400
2025-07-14,72.25,72.58000183105469,71.02999877929688,72.33999633789062,11385400
2025-07-15,71.98999786376953,72.87999725341797,71.58000183105469,72.26000213623047,9708300
2025-07-16,72.0999984741211,72.70999908447266,71.1500015258789,71.9000015258789,9008600
2025-07-17,72.9800033569336,73.20999908447266,72.04000091552734,72.12000274658203,9180400
2025-07-18,72.47000122070312,73.27999877929688,72.12000274658203,73.27999877929688,8801000
2025-07-21,74.0199966430664,74.80999755859375,72.91000366210938,72.93000030517578,12743900
2025-07-22,75.38999938964844,75.54000091552734,74.04000091552734,74.06999969482422,11297500
2025-07-23,76.75,77.20999908447266,75.81999969482422,76.1500015258789,16428100
2025-07-24,75.41999816894531,77.54000091552734,75.41000366210938,76.51000213623047,10037800
2025-07-25,76.2699966430664,76.56999969482422,75.52999877929688,75.91000366210938,7208400
2025-07-28,79.23999786376953,79.98999786376953,77.55999755859375,79.0,22631100
2025-07-29,78.33000183105469,79.37000274658203,77.76000213623047,78.76000213623047,12885500
2025-07-30,76.68000030517578,78.30000305175781,75.95999908447266,77.77999877929688,14601700
2025-07-31,74.69000244140625,76.4000015258789,74.30999755859375,76.3499984741211,16700000
2025-08-01,74.62000274658203,74.69999694824219,72.52999877929688,73.44000244140625,11911600
2025-08-04,74.81999969482422,75.26000213623047,74.16000366210938,75.02999877929688,8839000
2025-08-05,74.37999725341797,75.70999908447266,74.23999786376953,74.91000366210938,6533800
2025-08-06,75.4800033569336,75.9800033569336,74.25,74.47000122070312,7579800
2025-08-07,74.3499984741211,76.3499984741211,74.0,76.31999969482422,8717600
2025-08-08,74.19000244140625,74.95999908447266,73.38999938964844,74.19999694824219,6739000
2025-08-11,74.0199966430664,74.79000091552734,73.05000305175781,74.31999969482422,6985700
2025-08-12,74.9000015258789,75.72000122070312,74.33999633789062,74.72000122070312,6397700
2025-08-13,77.19999694824219,77.69000244140625,75.19000244140625,75.4800033569336,13469400
2025-08-14,76.25,76.5199966430664,75.3499984741211,75.91000366210938,5738295
