Date,Adj close,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,EMA_fast,EMA_slow,MACD,MACD_signal,MACD_hist,STD_20,Bollinger_Upper,Bollinger_Lower
2025-05-16 00:00:00+00:00,9.020000457763672,9.020000457763672,9.130000114440918,8.829999923706055,9.039999961853027,925500,,9.020000457763672,,9.020000457763672,9.020000457763672,0.0,0.0,0.0,,,
2025-05-19 00:00:00+00:00,8.989999771118164,8.989999771118164,9.074999809265137,8.880000114440918,8.930000305175781,964000,,9.017143249511719,,9.015384967510517,9.01777818467882,-0.0023932171683025416,-0.00047864343366050833,-0.0019145737346420333,,,
2025-05-20 00:00:00+00:00,9.25,9.25,9.319999694824219,8.979999542236328,8.979999542236328,827000,,9.039320082891555,,9.051479587893514,9.034979800628538,0.016499787264976362,0.002917042706066866,0.013582744558909496,,,
2025-05-21 00:00:00+00:00,9.0600004196167,9.0600004196167,9.199999809265137,8.949999809265137,9.100000381469727,900300,,9.041289638770142,,9.052790485081696,9.036833179812847,0.015957305268848643,0.005525095218623221,0.010432210050225422,,,
2025-05-22 00:00:00+00:00,8.9399995803833,8.9399995803833,9.045000076293945,8.734999656677246,9.0,795200,,9.031642966542824,,9.035438038205019,9.029660320595845,0.0057777176091740046,0.005575619696733378,0.00020209791244062657,,,
2025-05-23 00:00:00+00:00,8.779999732971191,8.779999732971191,8.90999984741211,8.6899995803833,8.779999732971191,764700,,9.007676944297907,,8.996139837399815,9.011166943734759,-0.015027106334944307,0.0014550744903978415,-0.016482180825342148,,,
2025-05-27 00:00:00+00:00,9.3100004196167,9.3100004196167,9.359999656677246,8.789999961853027,8.949999809265137,1232100,,9.036469656233031,,9.044426080817797,9.033302756763051,0.011123324054745254,0.003388724403267324,0.00773459965147793,,,
2025-05-28 00:00:00+00:00,9.079999923706055,9.079999923706055,9.380000114440918,9.029999732971191,9.270000457763672,868700,,9.040615395992367,,9.049898979723682,9.036761806166236,0.013137173557446147,0.005338414234103089,0.007798759323343058,,,
2025-05-29 00:00:00+00:00,8.979999542236328,8.979999542236328,9.239999771118164,8.8100004196167,9.069999694824219,770600,,9.03484245753941,,9.039145220110242,9.03255719402328,0.006588026086962628,0.005588336604674997,0.0009996894822876315,,,
2025-05-30 00:00:00+00:00,8.979999542236328,8.979999542236328,9.074999809265137,8.710000038146973,8.920000076293945,1273700,,9.02961932274864,,9.030045885052717,9.028664034631653,0.0013818504210636462,0.004747039367952727,-0.003365188946889081,,,
2025-06-02 00:00:00+00:00,8.75,8.75,8.970000267028809,8.704999923706055,8.9399995803833,883400,,9.002988911058294,,8.986961902736914,9.00802225428857,-0.021060351551655643,-0.00041443881596894697,-0.020645912735686694,,,
2025-06-03 00:00:00+00:00,8.859999656677246,8.859999656677246,8.9350004196167,8.5649995803833,8.75,961600,,8.989370886831527,,8.967429249496965,8.99705761742847,-0.02962836793150636,-0.00625722463907643,-0.02337114329242993,,,
2025-06-04 00:00:00+00:00,8.859999656677246,8.859999656677246,9.069999694824219,8.84000015258789,8.90999984741211,688200,,8.977049817293024,,8.950901619832393,8.986905175891343,-0.036003556058949115,-0.01220649092305097,-0.023797065135898146,,,
2025-06-05 00:00:00+00:00,9.020000457763672,9.020000457763672,9.170000076293945,8.779999732971191,8.859999656677246,1104800,,8.981140354480704,,8.961532210283359,8.989356678252255,-0.02782446796889637,-0.01533008633222005,-0.012494381636676322,,,
2025-06-06 00:00:00+00:00,8.899999618530273,8.899999618530273,9.180000305175781,8.829999923706055,9.079999923706055,693700,,8.973412665342567,47.321414126448495,8.95206565770596,8.982737636791366,-0.03067197908540642,-0.018398464882857325,-0.012273514202549095,,,
2025-06-09 00:00:00+00:00,8.819999694824219,8.819999694824219,9.085000038146973,8.739999771118164,9.029999732971191,829600,,8.958801906245581,46.28821251668928,8.931747817262616,8.970682974423429,-0.03893515716081275,-0.022505803338448413,-0.016429353822364337,,,
2025-06-10 00:00:00+00:00,8.819999694824219,8.819999694824219,9.069999694824219,8.699999809265137,8.890000343322754,1301500,,8.945582648014975,39.40887301208487,8.91455579842594,8.959521250008672,-0.044965451582731575,-0.026997732987305047,-0.017967718595426528,,,
2025-06-11 00:00:00+00:00,8.75,8.75,9.0,8.739999771118164,8.880000114440918,914700,,8.926955729156406,41.88481727675938,8.889239521745026,8.944001157415437,-0.05476163567041148,-0.032550513523926336,-0.022211122146485143,,,
