Date,Open,High,Low,Close,Adj close,Volume,SMA_5,EMA_5,RSI_3,EMA_fast,EMA_slow,MACD,MACD_signal,MACD_hist,STD_5,Bollinger_Upper,Bollinger_Lower
2024-08-31,118.76000213623047,131.25999450683594,116.70999908447266,119.37000274658203,119.33230590820312,4066375900,,119.37000274658203,,119.37000274658203,119.37000274658203,0.0,0.0,0.0,,,
2024-10-31,116.01000213623047,144.4199981689453,100.94999694824219,132.75999450683594,132.72943115234375,11899080400,,123.83333333333334,,126.06499862670898,123.19571467808315,2.869283948625835,1.9128559657505566,0.9564279828752784,,,
2024-12-31,134.6999969482422,152.88999938964844,126.86000061035156,134.2899932861328,134.26832580566406,8583269800,,127.31888665093317,,130.1774959564209,126.36550856609733,3.8119873903235657,3.1789435821325625,0.6330438081910033,,,
2025-02-28,136.0,153.1300048828125,113.01000213623047,124.91999816894531,124.89983367919922,10703631200,,126.51925715693723,61.42445183129134,127.5487470626831,125.95250559548248,1.5962414672006275,2.1238088388446057,-0.5275673716439782,,,
2025-04-30,123.51000213623047,123.69999694824219,86.62000274658203,108.91999816894531,108.91243743896484,12988956700,124.05199737548828,120.65283749427326,5.687729094603384,118.23437261581421,121.08607490218614,-2.851702286371932,-1.1931985779664194,-1.6585037084055125,10.395884683076511,144.8437667416413,103.26022800933526
2025-06-30,113.08000183105469,158.7100067138672,110.81999969482422,157.99000549316406,157.99000549316406,8578100600,131.7759979248047,133.0985601605702,65.91886850466332,138.11218905448914,131.63005507103696,6.482133983452172,3.9236897963126416,2.5584441871395307,17.775432992169407,167.32686390914353,96.22513194046589
2025-08-31,156.2899932861328,184.47999572753906,151.49000549316406,179.8874969482422,179.8874969482422,5212972887,141.20149841308594,148.69487242312755,81.6023224485227,158.99984300136566,145.4178956073813,13.581947393984365,10.362528194760458,3.219419199223907,27.98844343640892,197.1783852859038,85.2246115402681
